,zipcode,train,train_pred,test_pred
4212,70980,193692.0,193046.19020234278,199150.1409313465
4213,70981,167083.0,168705.75550878773,177482.66936497728
4214,70982,124658.0,125312.91800003224,128911.70314352942
4215,70983,239129.0,238822.02983736552,245509.88339989365
4216,70984,197920.0,197401.11674853752,203651.49740281585
4217,70985,176171.0,176318.4007424318,182681.63803759383
4218,70986,165605.0,166121.8816833099,172244.47843207393
4219,70987,155877.0,155789.1400177298,161596.1118182952
4220,70988,239658.0,242293.22179042533,250282.51449751962
4221,70989,127070.0,127767.24254100794,136974.37959797948
4222,70991,193279.0,193567.94798835894,199648.21695450283
4223,70993,249704.0,249958.4777179132,255986.06724578733
4224,70995,185382.0,185187.94627870622,192074.22871524087
4225,70996,357465.0,358644.38440401206,364418.9900975459
4226,71000,141955.0,144722.00789223134,153150.08878778602
4227,71001,113132.0,113636.53124601222,122245.33249048315
4228,71003,278240.0,279102.7498642882,285787.07422987313
4229,71004,267581.0,267204.18922854477,273159.9152822996
4230,71005,178804.0,178212.50974614947,183775.23512769068
4231,71006,130450.0,131346.2855743229,143018.74922955508
4232,71007,156308.0,156947.84062563427,161834.4440499153
4233,71008,80540.0,80346.29725757946,82580.83110833526
4234,71010,134581.0,136196.56837978392,147389.53037262632
4235,71011,271942.0,270930.6714495689,279223.56409780023
4236,71012,334968.0,332233.3162206991,339430.29412025743
4237,71013,150687.0,151467.88570522788,157627.54696122615
4238,71014,211138.0,211639.66135481556,219388.82802180396
4239,71015,88954.0,90110.10157418896,92394.46909918121
4240,71016,176601.0,177863.21781656228,186163.34787027023
4241,71017,178191.0,178515.75430403277,185070.57223334356
4242,71018,144759.0,145207.73650323728,153127.2705629559
4243,71019,80210.0,77701.50411644352,81640.54745349304
4244,71023,214970.0,214944.79291525905,224233.5314405646
4245,71025,925868.0,930212.5759406061,941890.6970348505
4246,71026,809092.0,810380.0965318846,821507.1607980874
4247,71027,612971.0,616692.3062011143,626463.1115050688
4248,71028,582149.0,585398.0980829832,601599.5256030142
4249,71029,744486.0,753498.7612760706,764887.1953883178
4250,71030,229733.0,242434.8759257879,271177.6187317166
4251,71031,197597.0,208497.94661509685,229631.8453237192
4252,71032,439724.0,449149.21743836865,464420.18409292854
4253,71033,372158.0,380499.53600970964,389983.04151166877
4254,71034,161203.0,165595.8193412984,186651.61482218356
4255,71035,155060.0,158059.57703837805,173597.32738338565
4256,71036,327506.0,338624.9506438824,355024.0784691751
4257,71037,434042.0,440505.9283828005,454159.8596951269
